Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
Hyundai Creta,2018.0,60316,1,DIESEL,DL-8C,Automatic,SUV,1128000
Hyundai i10,2011.0,102256,2,PETROL,,Manual,HatchBack,211000
Maruti Baleno,2021.0,21106,1,PETROL,TN-11,Manual,HatchBack,821000
Volkswagen Jetta,2016.0,29473,1,PETROL,RJ-45,Automatic,Sedan,939000
Honda City,2017.0,36888,2,PETROL,DL-12,Manual,Sedan,392000
Maruti IGNIS,2018.0,77588,1,PETROL,HR-36,Manual,HatchBack,436000
Tata Tiago,2022.0,9722,1,PETROL,GJ-38,Automatic,HatchBack,691000
Honda WR-V,2021.0,71880,1,DIESEL,TN-13,Manual,SUV,1026000
Maruti Swift,2017.0,96391,1,DIESEL,TS-07,Manual,HatchBack,601000
Tata NEXON,2021.0,13767,1,PETROL,TN-73,Automatic,SUV,1143000
Maruti S PRESSO,2019.0,24086,2,PETROL,MH-01,Automatic,HatchBack,452000
Hyundai Elite i20,2015.0,94121,2,PETROL,TS-08,Manual,HatchBack,549000
Honda City,2015.0,109919,2,DIESEL,GJ-03,Manual,Sedan,553000
Maruti Swift Dzire,2015.0,35528,1,CNG,MH-14,Manual,Sedan,786350
Honda City,2015.0,13267,1,PETROL,MH-47,Manual,Sedan,816000
Volkswagen Vento,2019.0,56439,1,PETROL,MH-02,Manual,Sedan,470000
Hyundai Grand i10,2017.0,18299,1,PETROL,GJ-01,Manual,HatchBack,515000
Hyundai Grand i10,2017.0,34332,2,CNG,HR-29,Manual,HatchBack,495000
Honda City,2016.0,53355,1,PETROL,DL-1C,Manual,Sedan,678000
Volkswagen Polo,2018.0,53736,1,PETROL,KA-01,Manual,HatchBack,683000
Maruti Alto,2019.0,63515,1,CNG,RJ-05,Manual,HatchBack,357000
Hyundai NEW SANTRO,2019.0,43415,1,CNG,MH-04,Manual,HatchBack,494000
Hyundai Elite i20,2015.0,43159,3,PETROL,MH-05,Manual,HatchBack,493000
Maruti Celerio,2014.0,27939,1,PETROL,MH-02,Automatic,HatchBack,376000
Maruti Swift,2014.0,49570,1,PETROL,KA-02,Manual,HatchBack,533300
Hyundai i20,2013.0,74743,2,PETROL,AP-28,Manual,HatchBack,397000
Renault Duster,2017.0,66718,2,PETROL,KA-41,Manual,SUV,688000
Hyundai Eon,2014.0,68435,1,PETROL,KL-07,Manual,HatchBack,252000
Hyundai Elite i20,2016.0,74930,1,PETROL,HR-02,Manual,HatchBack,554000
Hyundai NEW SANTRO,2021.0,32150,1,CNG,DL-7C,Manual,HatchBack,551000
Maruti Celerio,2014.0,65187,1,PETROL,UP-78,Automatic,HatchBack,310000
Hyundai i10,2013.0,69263,2,PETROL,KA-03,Automatic,HatchBack,347000
Maruti Swift,2017.0,69221,1,PETROL,GJ-03,Manual,HatchBack,515000
Honda WR-V,2018.0,34106,1,PETROL,MH-04,Manual,SUV,733350
Hyundai i20,2010.0,66876,2,PETROL,MH-13,Manual,HatchBack,229000
Maruti Wagon R 1.0,2017.0,28568,1,PETROL,MH-03,Manual,HatchBack,374000
Maruti Swift,2015.0,118988,1,PETROL,,Manual,HatchBack,466000
Maruti Alto K10,2010.0,41987,1,PETROL,KA-25,Manual,HatchBack,234000
Maruti Baleno,2017.0,50484,2,PETROL,MH-12,Automatic,HatchBack,603000
Maruti Alto K10,2017.0,54233,1,PETROL,MP-04,Manual,HatchBack,371000
Honda Amaze,2013.0,87589,1,DIESEL,AP-29,Manual,Sedan,394000
Honda BR-V,2016.0,114831,1,PETROL,,Automatic,SUV,753000
Skoda Octavia,2016.0,38959,1,PETROL,MH-09,Automatic,Lux_sedan,1281000
Mahindra Kuv100,2016.0,90022,1,PETROL,MH-20,Manual,SUV,366000
Maruti Baleno,2022.0,11658,1,PETROL,GJ-01,Automatic,HatchBack,941000
Honda City,2017.0,73990,2,PETROL,DL-12,Automatic,Sedan,599000
Maruti Baleno,2019.0,61113,1,PETROL,WB-26,Automatic,HatchBack,742000
Hyundai Verna,2017.0,17737,1,PETROL,MH-12,Automatic,Sedan,785000
Hyundai Verna,2016.0,95667,3,DIESEL,TS-12,Manual,Sedan,564000
Honda Amaze,2018.0,58422,1,PETROL,GJ-01,Manual,Sedan,628000
Maruti Vitara Brezza,2018.0,38226,1,DIESEL,UP-14,Manual,SUV,729000
Hyundai Grand i10,2017.0,73769,1,DIESEL,WB-06,Manual,HatchBack,414000
Hyundai i10,2015.0,76938,1,PETROL,KA-01,Manual,HatchBack,398800
Hyundai Elite i20,2016.0,49687,2,PETROL,DL-2C,Manual,HatchBack,584000
Maruti Celerio X,2020.0,20796,1,PETROL,WB-24,Manual,HatchBack,434000
Ford Ecosport,2019.0,42595,1,DIESEL,MH-12,Manual,SUV,896000
Honda Amaze,2019.0,69222,2,DIESEL,HR-26,Automatic,Sedan,669000
Datsun Redi Go,2018.0,11500,1,PETROL,MH-01,Manual,HatchBack,292000
Maruti Zen Estilo,2012.0,111170,2,PETROL,,Manual,HatchBack,163000
MG HECTOR,2019.0,56561,1,DIESEL,TS-07,Manual,SUV,1615000
Maruti Alto 800,2013.0,76653,2,PETROL,MH-06,Manual,HatchBack,233000
Maruti Ritz,2010.0,43069,2,PETROL,MP-04,Manual,HatchBack,215000
Hyundai Xcent,2018.0,8828,1,PETROL,KA-51,Automatic,Sedan,892250
Honda WR-V,2018.0,36036,1,PETROL,MH-03,Manual,SUV,759000
Maruti Swift Dzire,2019.0,67441,1,DIESEL,HR-81,Manual,Sedan,616000
Maruti Baleno,2016.0,92262,1,PETROL,UP-14,Manual,HatchBack,471000
Hyundai i10,2010.0,48667,2,PETROL,AP-28,Manual,HatchBack,270000
Maruti Swift,2018.0,69176,1,PETROL,CH-01,Manual,HatchBack,616000
Hyundai Verna,2017.0,58942,1,PETROL,MH-12,Automatic,Sedan,802000
Datsun Go,2017.0,30774,2,PETROL,KA-05,Manual,HatchBack,302000
Maruti Alto,2021.0,14771,1,PETROL,KA-03,Manual,HatchBack,463000
Hyundai NEW SANTRO,2019.0,21926,1,PETROL,GJ-27,Automatic,HatchBack,575000
Maruti IGNIS,2018.0,26137,2,PETROL,TN-19,Manual,HatchBack,537000
Maruti Ertiga,2019.0,34867,1,PETROL,GJ-27,Manual,SUV,934000
Maruti Baleno,2017.0,77995,1,PETROL,KA-53,Automatic,HatchBack,753000
Maruti Baleno,2017.0,34559,1,PETROL,MH-12,Manual,HatchBack,660000
Hyundai Verna,2018.0,74397,2,PETROL,UP-32,Manual,Sedan,762000
Hyundai NEW SANTRO,2018.0,76855,2,PETROL,KA-05,Automatic,HatchBack,499000
Honda Amaze,2021.0,97084,1,PETROL,KA-41,Manual,Sedan,422000
Volkswagen Polo,2017.0,97912,2,PETROL,TN-12,Manual,HatchBack,570000
Honda City,2012.0,41866,1,PETROL,UP-78,Automatic,Sedan,867000
Maruti Wagon R 1.0,2018.0,21563,2,PETROL,HR-26,Manual,HatchBack,405000
Maruti Swift,2015.0,71098,2,PETROL,RJ-29,Manual,HatchBack,436000
Maruti Baleno,2019.0,53360,1,PETROL,HR-29,Manual,HatchBack,584000
Renault TRIBER,2022.0,1675,1,PETROL,GJ-27,Manual,SUV,659000
Tata PUNCH,2022.0,27786,1,PETROL,TN-77,Automatic,SUV,911000
Maruti Swift,2018.0,52509,1,PETROL,RJ-27,Manual,HatchBack,562000
Maruti S PRESSO,2022.0,8467,1,PETROL,TS-15,Manual,HatchBack,578000
Honda Amaze,2014.0,26940,1,PETROL,MH-01,Automatic,Sedan,752000
Maruti New Wagon-R,2020.0,75084,1,PETROL,TS-35,Manual,HatchBack,557000
Hyundai Creta,2019.0,52076,1,PETROL,UP-32,Manual,SUV,945000
Honda City,2019.0,89757,1,PETROL,TN-19,Manual,Sedan,723000
Honda CRV,2015.0,70654,1,PETROL,MH-02,Automatic,Lux_SUV,917000
Volkswagen Polo,2010.0,77436,1,PETROL,WB-06,Manual,HatchBack,211000
Hyundai Eon,2015.0,42121,2,PETROL,KA-01,Manual,HatchBack,306000
Maruti Wagon R 1.0,2018.0,76661,1,CNG,DL-9C,Manual,HatchBack,439000
Maruti New Wagon-R,2021.0,35724,1,CNG,HR-26,Manual,HatchBack,611000
Hyundai Elite i20,2019.0,83298,1,PETROL,TN-05,Manual,HatchBack,640000
Hyundai Elite i20,2016.0,10212,1,PETROL,MH-04,Manual,HatchBack,589000
Maruti S PRESSO,2019.0,24194,1,PETROL,MH-14,Manual,HatchBack,401000
Hyundai i10,2011.0,69378,1,PETROL,KA-51,Automatic,HatchBack,332000
Hyundai Eon,2018.0,33366,1,CNG,GJ-04,Manual,HatchBack,372000
Maruti Vitara Brezza,2018.0,89047,1,DIESEL,HR-26,Manual,SUV,574000
Hyundai Elite i20,2017.0,22808,2,PETROL,TS-12,Manual,HatchBack,630000
Renault Kwid,2017.0,47400,2,PETROL,TN-64,Automatic,HatchBack,378000
Maruti Swift Dzire,2013.0,50688,2,PETROL,MH-04,Manual,Sedan,625000
Hyundai i10,2015.0,67271,1,PETROL,KA-51,Manual,HatchBack,357000
Maruti Wagon R 1.0,2016.0,75049,1,PETROL,BR-31,Manual,HatchBack,344000
Renault Duster,2020.0,49264,1,PETROL,TN-29,Automatic,SUV,972000
Maruti Alto K10,2018.0,29096,1,PETROL,WB-20,Automatic,HatchBack,343000
Maruti Alto 800,2016.0,60497,1,PETROL,TN-99,Manual,HatchBack,307000
Maruti Alto 800,2017.0,44990,2,PETROL,TS-07,Manual,HatchBack,300000
Maruti Alto 800,2018.0,26047,2,PETROL,CH-01,Manual,HatchBack,307000
Maruti Vitara Brezza,2017.0,44726,1,DIESEL,UP-78,Manual,SUV,648000
Maruti S PRESSO,2019.0,49331,1,PETROL,GJ-01,Manual,HatchBack,425000
Hyundai Grand i10,2018.0,19353,1,PETROL,MH-14,Manual,HatchBack,559000
Maruti Alto K10,2017.0,34853,1,PETROL,HR-26,Manual,HatchBack,352000
Renault Kwid,2018.0,30412,2,PETROL,GJ-05,Manual,HatchBack,375000
KIA SELTOS,2020.0,99072,1,PETROL,TS-08,Automatic,SUV,1465000
Honda Amaze,2019.0,88392,1,DIESEL,MP-04,Manual,Sedan,412600
Honda City,2016.0,61813,3,PETROL,MH-47,Automatic,Sedan,603000
Renault Kwid,2019.0,37025,1,PETROL,RJ-02,Manual,HatchBack,323000
Hyundai Grand i10,2014.0,51461,1,PETROL,MH-12,Manual,HatchBack,510000
Maruti Wagon R 1.0,2018.0,30769,1,CNG,MH-02,Manual,HatchBack,410000
Hyundai i20,2013.0,91983,2,PETROL,DL-3C,Manual,HatchBack,297000
Hyundai Creta,2020.0,60328,2,PETROL,TN-74,Manual,SUV,1101000
Hyundai Grand i10,2015.0,46988,1,PETROL,KA-03,Manual,HatchBack,493000
Nissan MAGNITE,2021.0,33495,1,PETROL,TN-23,Manual,SUV,813000
Honda Jazz,2012.0,97945,2,PETROL,KA-51,Manual,HatchBack,320000
Maruti S PRESSO,2022.0,15062,1,PETROL,PB-07,Manual,HatchBack,445000
Ford Ecosport,2019.0,51442,1,PETROL,CH-01,Automatic,SUV,778000
Hyundai Elite i20,2018.0,86925,1,DIESEL,GJ-36,Manual,HatchBack,741000
Maruti Swift,2015.0,40392,1,PETROL,UP-32,Manual,HatchBack,425000
Maruti IGNIS,2020.0,23325,1,PETROL,TS-08,Automatic,HatchBack,723000
Maruti Alto,2019.0,24888,1,PETROL,TN-57,Manual,HatchBack,394000
Nissan MAGNITE,2022.0,13614,1,PETROL,KL-48,Manual,SUV,688000
Maruti IGNIS,2018.0,46746,1,PETROL,TS-08,Manual,HatchBack,531000
Maruti Baleno,2017.0,27436,1,PETROL,TN-07,Manual,HatchBack,606000
Hyundai AURA,2020.0,13884,2,PETROL,KA-51,Manual,Sedan,736000
Tata Tiago,2019.0,67284,2,PETROL,TN-14,Manual,HatchBack,523000
Hyundai i10,2011.0,104145,1,PETROL,,Manual,HatchBack,196000
Ford Ecosport,2018.0,58559,1,PETROL,TS-07,Manual,SUV,829000
Maruti New Wagon-R,2020.0,38035,2,CNG,TS-07,Manual,HatchBack,610000
Honda Amaze,2014.0,54633,1,PETROL,TS-11,Manual,Sedan,638000
Maruti Baleno,2017.0,28566,1,PETROL,UP-14,Manual,HatchBack,578000
Hyundai Verna,2015.0,101760,1,DIESEL,MH-14,Manual,Sedan,578000
Maruti Alto K10,2012.0,30029,1,PETROL,HR-23,Manual,HatchBack,201650
Maruti Swift,2013.0,98142,2,PETROL,DL-5C,Manual,HatchBack,325000
Maruti Swift,2011.0,74040,2,PETROL,DL-8C,Manual,HatchBack,191000
Tata NEXON,2020.0,42036,2,PETROL,TN-11,Automatic,SUV,1043000
Hyundai Eon,2017.0,48993,1,PETROL,PB-08,Manual,HatchBack,311000
Maruti Alto K10,2018.0,24983,1,PETROL,TS-08,Manual,HatchBack,361000
Tata Tiago,2016.0,36232,1,PETROL,KA-03,Manual,HatchBack,492000
Hyundai VENUE,2019.0,26338,1,PETROL,DL-6C,Automatic,SUV,1044000
Maruti Swift,2018.0,66434,1,DIESEL,HR-36,Manual,HatchBack,654000
Hyundai GRAND I10 NIOS,2021.0,10750,1,PETROL,MH-47,Manual,HatchBack,728000
Hyundai Elite i20,2016.0,95931,2,PETROL,TS-07,Manual,HatchBack,572000
Maruti Swift Dzire,2014.0,65396,2,PETROL,RJ-23,Manual,Sedan,446000
Honda Amaze,2018.0,61308,1,PETROL,TN-11,Manual,Sedan,534000
Maruti Alto 800,2018.0,65083,1,PETROL,TS-07,Manual,HatchBack,288000
Hyundai VENUE,2019.0,116988,1,DIESEL,TN-12,Manual,SUV,765000
Honda Jazz,2016.0,82180,2,PETROL,RJ-14,Manual,HatchBack,483000
Renault Kwid,2021.0,9008,1,PETROL,BR-01,Manual,HatchBack,483000
Maruti Baleno,2018.0,45655,2,PETROL,BR-01,Manual,HatchBack,601000
Maruti Baleno,2016.0,29782,2,PETROL,KA-03,Manual,HatchBack,637000
Hyundai VENUE,2022.0,16028,1,PETROL,UP-13,Manual,SUV,821000
Toyota YARIS,2021.0,23614,1,PETROL,KA-42,Automatic,Sedan,1015000
Datsun Redi Go,2021.0,14135,1,PETROL,TN-05,Manual,HatchBack,426000
Maruti Baleno,2016.0,5392,1,PETROL,GJ-05,Manual,HatchBack,536000
Honda City,2013.0,35073,1,PETROL,MH-04,Manual,Sedan,451000
Maruti Baleno,2020.0,54205,1,PETROL,HR-98,Automatic,HatchBack,675000
Hyundai NEW SANTRO,2019.0,46851,1,PETROL,TN-07,Manual,HatchBack,498000
Hyundai Grand i10,2017.0,76612,1,PETROL,DL-8C,Manual,HatchBack,442000
KIA SELTOS,2020.0,17415,1,PETROL,MH-02,Automatic,SUV,1717000
Maruti Swift,2018.0,45911,1,PETROL,TS-09,Automatic,HatchBack,729000
Hyundai NEW I20,2021.0,40429,2,PETROL,KA-16,Automatic,HatchBack,1011000
Hyundai Grand i10,2016.0,22977,1,PETROL,KA-51,Manual,HatchBack,527000
Hyundai i10,2013.0,125004,1,PETROL,,Automatic,HatchBack,317000
Maruti Vitara Brezza,2018.0,22248,1,DIESEL,HR-51,Manual,SUV,596000
Maruti Alto 800,2015.0,61979,1,PETROL,TS-09,Manual,HatchBack,277000
Maruti Swift,2016.0,108560,1,PETROL,,Manual,HatchBack,522000
Maruti Baleno,2017.0,54407,1,PETROL,HR-26,Manual,HatchBack,564000
Honda Amaze,2018.0,89525,2,PETROL,TS-09,Manual,Sedan,649000
KIA SELTOS,2020.0,23979,1,PETROL,KA-01,Manual,SUV,1552000
Volkswagen Ameo,2017.0,114844,1,PETROL,,Manual,Sedan,591000
Toyota Etios Liva,2012.0,106266,2,DIESEL,KA-04,Manual,HatchBack,410000
Maruti Wagon R 1.0,2014.0,30580,1,PETROL,MH-03,Manual,HatchBack,373000
Hyundai Santro Xing,2013.0,51645,1,PETROL,HR-26,Manual,HatchBack,235000
Maruti Celerio,2015.0,83408,1,CNG,MH-12,Manual,HatchBack,432000
Toyota YARIS,2020.0,62593,1,DIESEL,KA-26,Automatic,Sedan,1341000
Volkswagen Vento,2014.0,110457,2,DIESEL,TN-01,Manual,Sedan,460000
Maruti Swift,2021.0,48628,1,PETROL,KA-05,Manual,HatchBack,718000
Maruti Swift,2017.0,67841,1,PETROL,GJ-27,Manual,HatchBack,522000
Hyundai Verna,2019.0,43174,1,PETROL,MH-03,Manual,Sedan,463000
Renault Kwid,2016.0,80786,2,PETROL,TS-03,Manual,HatchBack,246000
Maruti Wagon R 1.0,2014.0,92739,2,PETROL,KA-05,Manual,HatchBack,345000
Maruti Wagon R 1.0,2013.0,61132,1,PETROL,AP-29,Manual,HatchBack,320000
Maruti Swift,2011.0,47797,1,PETROL,DL-8C,Manual,HatchBack,213000
Maruti Wagon R 1.0,2018.0,69705,1,PETROL,UP-40,Manual,HatchBack,382000
Maruti Wagon R 1.0,2012.0,113543,2,PETROL,,Manual,HatchBack,307000
Hyundai Elite i20,2017.0,17127,1,PETROL,UP-14,Manual,HatchBack,529000
Maruti Swift Dzire,2010.0,38464,2,PETROL,TN-72,Automatic,Sedan,1049000
Hyundai Elite i20,2017.0,64235,2,PETROL,KA-53,Manual,HatchBack,704000
Honda City,2020.0,45008,1,PETROL,GJ-06,Manual,Sedan,647000
Nissan MAGNITE,2021.0,37014,1,PETROL,HR-30,Manual,SUV,673000
Maruti S PRESSO,2021.0,45479,1,CNG,DL-8C,Manual,HatchBack,512000
Ford Ecosport,2021.0,39677,1,PETROL,RJ-45,Manual,SUV,819600
Honda Amaze,2013.0,56364,1,PETROL,UP-78,Manual,Sedan,340000
Tata Zest,2014.0,47218,2,PETROL,MH-49,Manual,Sedan,591000
Hyundai Grand i10,2015.0,60289,1,PETROL,KA-51,Manual,HatchBack,476000
Maruti Swift,2017.0,40512,2,PETROL,HR-26,Manual,HatchBack,486800
Maruti IGNIS,2018.0,89322,1,CNG,GJ-27,Manual,HatchBack,467000
Maruti Alto 800,2017.0,63684,1,PETROL,TN-12,Manual,HatchBack,300000
Hyundai Xcent,2019.0,32457,1,PETROL,TS-15,Manual,Sedan,842000
Honda Jazz,2016.0,74374,1,PETROL,DL-14,Manual,HatchBack,439000
Maruti Swift,2012.0,99428,3,CNG,MH-15,Manual,HatchBack,331200
Honda City,2016.0,76275,1,PETROL,HR-06,Automatic,Sedan,694000
Maruti Wagon R 1.0,2016.0,41116,1,PETROL,BR-31,Manual,HatchBack,336000
Renault Duster,2018.0,61426,2,PETROL,TN-02,Manual,SUV,711000
Renault Kwid,2018.0,72337,1,PETROL,KA-19,Manual,HatchBack,324000
Hyundai i10,2012.0,52842,2,PETROL,MH-06,Manual,HatchBack,257000
Renault Kiger,2021.0,19142,1,PETROL,TN-85,Automatic,HatchBack,926000
Maruti Alto,2011.0,52435,2,PETROL,KA-53,Manual,HatchBack,210000
Maruti Wagon R 1.0,2014.0,33342,2,PETROL,WB-08,Manual,HatchBack,256000
Maruti Swift,2013.0,92529,1,PETROL,KA-19,Manual,HatchBack,436000
Maruti Ciaz,2018.0,30440,2,PETROL,TN-14,Automatic,Sedan,1194000
Toyota URBAN CRUISER,2021.0,52691,1,PETROL,PB-02,Automatic,SUV,1017000
Maruti Baleno,2016.0,51002,2,PETROL,MH-43,Manual,HatchBack,531000
Renault Kwid,2018.0,40003,2,PETROL,KA-01,Manual,HatchBack,334000
Hyundai Eon,2014.0,51119,1,PETROL,KA-01,Manual,HatchBack,313000
Maruti A Star,2010.0,47148,1,PETROL,DL-3C,Manual,HatchBack,164000
Maruti Swift,2017.0,52858,1,PETROL,TS-09,Manual,HatchBack,582000
Hyundai NEW SANTRO,2021.0,18055,1,PETROL,TN-12,Manual,HatchBack,513000
Maruti Alto 800,2013.0,59812,2,PETROL,KL-43,Manual,HatchBack,198000
Maruti Swift,2021.0,32161,1,PETROL,HR-72,Manual,HatchBack,545000
Honda City,2014.0,54759,1,PETROL,CH-01,Manual,Sedan,508000
Renault Kiger,2021.0,22637,1,PETROL,KA-50,Automatic,HatchBack,855000
Honda City,2015.0,107935,2,PETROL,,Manual,Sedan,696000
Maruti Swift,2011.0,61896,1,PETROL,DL-12,Manual,HatchBack,312000
Maruti Ciaz,2015.0,29214,3,PETROL,MH-12,Automatic,Sedan,574000
Hyundai Creta,2016.0,58679,2,PETROL,DL-9C,Manual,SUV,753000
Maruti Swift,2013.0,85326,2,DIESEL,AP-09,Manual,HatchBack,416000
Maruti Wagon R 1.0,2015.0,48394,1,PETROL,KA-55,Manual,HatchBack,418000
Maruti Celerio,2017.0,32582,1,PETROL,KA-04,Automatic,HatchBack,544000
KIA SONET,2021.0,29224,1,DIESEL,KA-04,Manual,SUV,1201000
Maruti IGNIS,2019.0,40066,1,PETROL,RJ-45,Automatic,HatchBack,541000
Hyundai Verna,2019.0,29671,1,PETROL,TS-09,Manual,Sedan,857000
Hyundai Elite i20,2018.0,43740,1,PETROL,HR-26,Manual,HatchBack,696000
Hyundai Elite i20,2018.0,52473,1,PETROL,KA-06,Manual,HatchBack,751000
Hyundai Grand i10,2018.0,34780,2,PETROL,KA-04,Manual,HatchBack,547000
Renault Kiger,2021.0,32673,1,PETROL,MH-12,Manual,HatchBack,863000
Hyundai VENUE,2020.0,12183,1,PETROL,KA-05,Manual,SUV,839000
Honda CRV,2015.0,60268,2,PETROL,MH-02,Automatic,Lux_SUV,788000
Hyundai i20,2012.0,59553,2,PETROL,MH-12,Manual,HatchBack,357000
Maruti IGNIS,2018.0,11662,1,PETROL,MH-14,Automatic,HatchBack,573000
Maruti Baleno,2021.0,45046,2,PETROL,HR-26,Automatic,HatchBack,800000
Maruti Alto K10,2012.0,77312,2,PETROL,MH-12,Manual,HatchBack,181000
Toyota Etios Liva,2012.0,55894,2,PETROL,BR-01,Manual,HatchBack,222000
Maruti Celerio,2017.0,96548,2,CNG,GJ-27,Automatic,HatchBack,403000
Maruti Wagon R 1.0,2017.0,27037,1,PETROL,TN-18,Manual,HatchBack,458000
Maruti Swift,2013.0,97424,1,PETROL,DL-3C,Manual,HatchBack,325000
Hyundai Elite i20,2016.0,61060,2,PETROL,TS-08,Manual,HatchBack,615000
Maruti S PRESSO,2021.0,29235,1,PETROL,GJ-27,Manual,HatchBack,473000
Maruti Alto K10,2012.0,57050,1,PETROL,KA-04,Manual,HatchBack,247000
Maruti Wagon R 1.0,2013.0,39769,2,PETROL,HR-02,Manual,HatchBack,295000
Maruti Swift Dzire,2013.0,28713,1,PETROL,TN-06,Automatic,Sedan,1289000
Maruti Swift,2017.0,55262,1,PETROL,GJ-01,Manual,HatchBack,522000
Hyundai Elite i20,2017.0,51893,1,PETROL,UP-25,Manual,HatchBack,552000
Hyundai NEW SANTRO,2020.0,18088,2,CNG,HR-26,Manual,HatchBack,558000
Maruti Alto 800,2016.0,40463,1,PETROL,WB-02,Manual,HatchBack,230000
Hyundai i20 Active,2016.0,57871,2,PETROL,TN-11,Manual,HatchBack,605000
Maruti Alto 800,2015.0,79566,2,PETROL,KA-03,Manual,HatchBack,289000
Honda City,2021.0,18423,1,PETROL,PB-07,Manual,Sedan,1119000
Maruti Alto K10,2015.0,44589,1,PETROL,KL-39,Manual,HatchBack,320000
Hyundai i10,2016.0,57891,2,PETROL,TS-08,Manual,HatchBack,397000
Hyundai Grand i10,2017.0,72359,1,DIESEL,PB-23,Manual,HatchBack,458000
Hyundai Elite i20,2019.0,32175,1,PETROL,UP-32,Manual,HatchBack,646000
Toyota Glanza,2019.0,20361,1,PETROL,DL-8C,Manual,HatchBack,709000
Hyundai Grand i10,2019.0,20552,1,PETROL,UP-78,Manual,HatchBack,531000
Maruti Wagon R 1.0,2014.0,40679,1,PETROL,MH-03,Manual,HatchBack,322000
Mahindra XUV500,2016.0,49648,1,DIESEL,MH-48,Automatic,Lux_SUV,1017000
Hyundai NEW SANTRO,2018.0,55467,2,PETROL,KA-20,Manual,HatchBack,478000
Honda Amaze,2017.0,17218,1,PETROL,TS-07,Manual,Sedan,851000
Renault Kwid,2017.0,53128,1,PETROL,KA-41,Manual,HatchBack,388000
Maruti Alto 800,2019.0,76615,1,PETROL,MH-41,Manual,HatchBack,299000
Maruti Baleno,2021.0,6001,1,PETROL,GJ-06,Automatic,HatchBack,816000
Maruti Ciaz,2016.0,84335,1,DIESEL,GJ-27,Manual,Sedan,555000
Volkswagen Ameo,2018.0,84296,2,CNG,MH-02,Automatic,Sedan,686000
Hyundai Verna,2016.0,95184,2,PETROL,GJ-01,Automatic,Sedan,533000
Maruti Ciaz,2016.0,63155,2,DIESEL,TN-07,Manual,Sedan,674000
Honda City,2017.0,61074,1,PETROL,GJ-06,Manual,Sedan,441000
Honda Jazz,2019.0,17583,1,PETROL,KA-03,Automatic,HatchBack,813000
Hyundai Grand i10,2017.0,40570,1,PETROL,TS-09,Automatic,HatchBack,638000
Maruti Ciaz,2016.0,84068,2,DIESEL,TN-12,Manual,Sedan,748000
Ford Ecosport,2018.0,76198,1,DIESEL,GJ-01,Manual,SUV,760000
Ford Ecosport,2018.0,54831,1,DIESEL,DL-11,Manual,SUV,674000
Maruti Ciaz,2022.0,21284,1,PETROL,MH-03,Automatic,Sedan,910000
Tata Tiago,2016.0,95505,1,PETROL,MP-09,Manual,HatchBack,390000
Tata ALTROZ,2021.0,23190,1,DIESEL,TN-99,Manual,HatchBack,935000
Hyundai Verna,2018.0,49381,1,PETROL,TS-08,Manual,Sedan,704000
Maruti New Wagon-R,2019.0,22179,1,PETROL,PB-37,Manual,HatchBack,507000
Renault Kwid,2017.0,30879,1,PETROL,MH-03,Automatic,HatchBack,364000
Maruti Wagon R Stingray,2016.0,49370,1,PETROL,BR-09,Manual,HatchBack,371000
Datsun Redi Go,2018.0,15598,1,PETROL,TN-42,Manual,HatchBack,342000
Maruti Baleno,2017.0,100102,1,PETROL,,Manual,HatchBack,485000
Hyundai Xcent,2014.0,68677,1,PETROL,WB-02,Manual,Sedan,379000
Honda City,2017.0,48468,2,PETROL,TS-12,Automatic,Sedan,797000
KIA SONET,2022.0,3713,1,DIESEL,GJ-01,Manual,SUV,1348000
Maruti Ciaz,2016.0,33405,1,PETROL,TS-09,Automatic,Sedan,1032000
Hyundai Grand i10,2013.0,67389,1,PETROL,MH-02,Manual,HatchBack,347000
Maruti Celerio,2017.0,88386,2,CNG,GJ-01,Manual,HatchBack,400000
Honda City,2016.0,66638,1,PETROL,UP-32,Manual,Sedan,565500
Toyota URBAN CRUISER,2021.0,3005,1,PETROL,UP-32,Automatic,SUV,1098000
Maruti Baleno,2015.0,55183,1,PETROL,TN-07,Manual,HatchBack,567000
Maruti New Wagon-R,2019.0,90671,1,CNG,HR-29,Manual,HatchBack,476000
Maruti Vitara Brezza,2018.0,55927,1,DIESEL,KA-51,Automatic,SUV,960000
KIA SONET,2021.0,13890,1,PETROL,TN-10,Manual,SUV,984000
Hyundai Elite i20,2017.0,29041,1,PETROL,KA-53,Manual,HatchBack,711000
Honda Amaze,2015.0,31738,1,PETROL,TN-42,Manual,Sedan,528250
Maruti Ertiga,2021.0,78592,1,CNG,PB-08,Manual,SUV,1004000
Maruti Swift,2022.0,8857,2,PETROL,KA-19,Manual,HatchBack,747000
Maruti S PRESSO,2020.0,4805,2,PETROL,TN-14,Manual,HatchBack,477000
Nissan Micra Active,2019.0,26274,1,PETROL,TN-07,Manual,HatchBack,526000
Hyundai GRAND I10 NIOS,2019.0,6327,1,PETROL,TS-09,Automatic,HatchBack,764000
Honda Jazz,2017.0,42320,2,PETROL,MH-12,Manual,HatchBack,629000
Maruti Vitara Brezza,2018.0,65843,1,DIESEL,DL-5C,Automatic,SUV,742000
Renault Kwid,2018.0,13040,1,PETROL,GJ-05,Manual,HatchBack,304000
Volkswagen Ameo,2018.0,19158,1,PETROL,TN-59,Manual,Sedan,654000
